,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,reumatologia,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
5711,CS6550,Centro Polivalente,,,,,CS6550,,CS6550,,CS6550,CS6550,,,,,CS6550,CS6550,,,,,,CS6550,Calle de la Senda del Infante 14-16 28035 Madrid,Calle,de la Senda del Infante,14-16,28035.0,Madrid,439077.0,4482155.0
5712,CS6554,Consulta médica,,,,,,,,,,CS6554,,,,,,,,,,,,,Calle de San Andrés 35 28004 Madrid,Calle,de San Andrés,35,28004.0,Madrid,440336.0,4475605.0
5713,CS6556,Otros centros especializados,,,,,,,CS6556,,,,,,,,,,,,,,,,Calle de Sancho Dávila 8 28028 Madrid,Calle,de Sancho Dávila,8,28028.0,Madrid,443827.0,4475512.0
5714,CS6557,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6557,,,,,,,,,,,,,,Avda del Siglo XXI 13 28670 Boadilla del Monte,Avda,del Siglo XXI,13,28670.0,Boadilla del Monte,423551.0,4473302.0
5715,CS6566,Otros centros especializados,,,,,,,,,CS6566,,,,,,,,,,CS6566,,,,Calle del Marqués de la Valdavia 101 28100 Alcobendas,Calle,del Marqués de la Valdavia,101,28100.0,Alcobendas,444765.0,4488592.0
5716,CS6569,Centro de reconocimiento,CS6569,,,,CS6569,CS6569,CS6569,,,CS6569,,,,,CS6569,CS6569,,,,,,,Calle de López Grass 2 28038 Madrid,Calle,de López Grass,2,28038.0,Madrid,443869.0,4471745.0
5717,CS6570,Centro de reconocimiento,,,,,,,CS6570,,,CS6570,,,,,,,,CS6570,,,,,Calle de Panamá 12 28036 Madrid,Calle,de Panamá,12,28036.0,Madrid,441694.0,4478640.0
5718,CS6572,Consulta médica,,,,,,,,,,CS6572,,,,,,,,,,,,,Plaza de la Constitución 3 28925 Alcorcón,Plaza,de la Constitución,3,28925.0,Alcorcón,430920.0,4467337.0
5719,CS6580,Otros centros especializados,,,,,,,CS6580,,CS6580,CS6580,,,,,,,,,,,,,Calle de las Industrias 79 28923 Alcorcón,Calle,de las Industrias,79,28923.0,Alcorcón,430433.0,4465402.0
5720,CS6582,Otros centros especializados,,,,,,,CS6582,,,CS6582,,,,,,,CS6582,,,,,CS6582,Paseo de Extremadura 147 28011 Madrid,Paseo,de Extremadura,147,28011.0,Madrid,437284.0,4473476.0
5721,CS6587,Centro Polivalente,,,,,,,,,,CS6587,,,,,,,,,,,,,Avda de Viñuelas 14-16 28760 Tres Cantos,Avda,de Viñuelas,14-16,28760.0,Tres Cantos,440282.0,4494066.0
5722,CS6589,Centro Polivalente,,,,,,,,,,CS6589,,,,,,,,,,,,,Avda de Juan Andrés 60 28035 Madrid,Avda,de Juan Andrés,60,28035.0,Madrid,438727.0,4480268.0
5723,CS6593,Otros centros especializados,,,,,,,,,,CS6593,,,,,,,,,,,,,Calle de la Fuente del Rey 32 28023 Madrid,Calle,de la Fuente del Rey,32,28023.0,Madrid,434488.0,4478775.0
5724,CS6604,Consulta de otros profesionales sanitarios,,,,,,,,,CS6604,,,,,,,,,,,,,,Calle del Sacramento 14 28700 San Sebastián de los Reyes,Calle,del Sacramento,14,28700.0,San Sebastián de los Reyes,446674.0,4488463.0
5725,CS6609,Centro Polivalente,CS6609,CS6609,,,CS6609,CS6609,CS6609,,CS6609,CS6609,,CS6609,,,CS6609,,,CS6609,CS6609,,,CS6609,Calle de Guzmán el Bueno 102 28003 Madrid,Calle,de Guzmán el Bueno,102,28003.0,Madrid,439577.0,4477046.0
5726,CS6618,Otros centros especializados,,,,,,,CS6618,,,CS6618,,,,,,,,,,,,,Avda de Somosierra 12 28703 San Sebastián de los Reyes,Avda,de Somosierra,12,28703.0,San Sebastián de los Reyes,447720.0,4489250.0
5727,CS6619,Centro Polivalente,,,,,,,,,,CS6619,,,,,,,,,,,,,Avda de Zarauz 4 28830 San Fernando de Henares,Avda,de Zarauz,4,28830.0,San Fernando de Henares,455195.0,4474595.0
5728,CS6621,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6621,,,,,,,,,,CS6621,,,,Plaza de la Virgen de las Nieves 7 28660 Boadilla del Monte,Plaza,de la Virgen de las Nieves,7,28660.0,Boadilla del Monte,424683.0,4473153.0
5729,CS6622,Consulta médica,,,,,,,,,,CS6622,,,,,,,,,,,,,Calle de Saturno 39 28042 Madrid,Calle,de Saturno,39,28042.0,Madrid,450821.0,4480491.0
5730,CS6623,Consulta de otros profesionales sanitarios,,,,,,,,,CS6623,,,,,,,,,,,,,,Calle de Trueba y Fernández 16 28016 Madrid,Calle,de Trueba y Fernández,16,28016.0,Madrid,442383.0,4478455.0
5731,CS6627,Consulta de otros profesionales sanitarios,,,,,,,,,CS6627,,,,,,,,,,,,,,Plaza Valencia 5 28937 Móstoles,Plaza,Valencia,5,28937.0,Móstoles,427148.0,4464180.0
5732,CS6628,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6628,,,,,,,,,,,,,,Calle del Duque de Sesto 31 28009 Madrid,Calle,del Duque de Sesto,31,28009.0,Madrid,442749.0,4474878.0
5733,CS6631,Consulta de otros profesionales sanitarios,,,,,,,,,CS6631,,,,,,,,,,,,,,Calle Santo Domingo 13 28917 Leganés,Calle,Santo Domingo,13,28917.0,Leganés,433787.0,4467836.0
5734,CS6632,Centro de salud,,,,,,,CS6632,,,CS6632,,,,,,CS6632,,,,,,CS6632,Calle del Diamante 12 28021 Madrid,Calle,del Diamante,12,28021.0,Madrid,441584.0,4467175.0
5735,CS6636,Consulta de otros profesionales sanitarios,,,,,,,,,CS6636,,,,,,,,,,,,,,Calle de Arauca 2 28033 Madrid,Calle,de Arauca,2,28033.0,Madrid,446272.0,4480294.0
5736,CS6641,Consulta de otros profesionales sanitarios,,,,,,,,,CS6641,,,,,,,,,,,,,,Calle de Rodríguez San Pedro 46 28015 Madrid,Calle,de Rodríguez San Pedro,46,28015.0,Madrid,439515.0,4475937.0
5737,CS6648,Consulta de otros profesionales sanitarios,,,,,,,,,CS6648,,,,,,,,,,,,,,Calle de Rabat 10 28030 Madrid,Calle,de Rabat,10,28030.0,Madrid,446715.0,4473335.0
5738,CS6649,Consulta de otros profesionales sanitarios,,,,,,,,,CS6649,,,,,,,,,,,,,,Calle Picasso 3 28980 Parla,Calle,Picasso,3,28980.0,Parla,435465.0,4454974.0
5739,CS6652,Otros centros especializados,,,,,,,CS6652,,CS6652,CS6652,,,,,,,,,CS6652,,,,Avda Cristóbal Colón 22 28850 Torrejón de Ardoz,Avda,Cristóbal Colón,22,28850.0,Torrejón de Ardoz,461989.0,4479374.0
5740,CS6663,Consulta de otros profesionales sanitarios,,,,,,,,,CS6663,,,,,,,,,,,,,,Calle de Fermín Caballero 6 28034 Madrid,Calle,de Fermín Caballero,6,28034.0,Madrid,440712.0,4482081.0
5741,CS6683,Consulta de otros profesionales sanitarios,,,,,,,,,CS6683,,,,,,,,,,,,,,Calle del Jazmín 41 28033 Madrid,Calle,del Jazmín,41,28033.0,Madrid,443888.0,4481515.0
5742,CS6696,Consulta de otros profesionales sanitarios,,,,,,,,,CS6696,,,,,,,,,,,,,,Avda de Moratalaz 105 28030 Madrid,Avda,de Moratalaz,105,28030.0,Madrid,444556.0,4473029.0
5743,CS6702,Consulta de otros profesionales sanitarios,,,,,,,CS6702,,CS6702,,,,,,,,,,,,,,Calle de Cisneros 39 28922 Alcorcón,Calle,de Cisneros,39,28922.0,Alcorcón,429304.0,4466373.0
5744,CS6704,Centro móvil de asistencia sanitaria,,,,,,,,,,CS6704,,,,,,,,,,,,,,,,,,,,
5745,CS6706,Consultorio de atención primaria,,,,,,,CS6706,,,CS6706,,,,,,,,,,,,CS6706,Calle de la Palma 54 28015 Madrid,Calle,de la Palma,54,28015.0,Madrid,439993.0,4475363.0
5746,CS6710,Consulta de otros profesionales sanitarios,,,,,,,,,CS6710,,,,,,,,,,,,,,Calle Jara 1 28850 Torrejón de Ardoz,Calle,Jara,1,28850.0,Torrejón de Ardoz,461365.0,4479056.0
5747,CS6712,Consulta médica,,CS6712,,,,,,,,,,,,,,,,,,,,,Calle del Príncipe Don Juan Carlos 2 28924 Alcorcón,Calle,del Príncipe Don Juan Carlos,2,28924.0,Alcorcón,430305.0,4466912.0
5748,CS6713,Consulta de otros profesionales sanitarios,,,,,,,,,CS6713,,,,,,,,,,,,,,Plaza Escorial 5 28220 Majadahonda,Plaza,Escorial,5,28220.0,Majadahonda,425712.0,4480651.0
5749,CS6715,Otros centros especializados,,,,,,,CS6715,,CS6715,CS6715,,,,,,,CS6715,,,,,,Avda de Pablo Iglesias 36-40 28039 Madrid,Avda,de Pablo Iglesias,36-40,28039.0,Madrid,439901.0,4477763.0
5750,CS6718,Consulta de otros profesionales sanitarios,,,,,,,,,CS6718,,,,,,,,,,,,,,Avda Circunvalación 226 28814 Daganzo de Arriba,Avda,Circunvalación,226,28814.0,Daganzo de Arriba,460697.0,4488122.0
5751,CS6719,Consulta de otros profesionales sanitarios,,,,,,,,,CS6719,,,,,,,,,,,,,,Calle Estafeta 2 28109 Alcobendas,Calle,Estafeta,2,28109.0,Alcobendas,444826.0,4485035.0
5752,CS6731,Consulta de otros profesionales sanitarios,,,,,,,,,CS6731,,,,,,,,,,,,,,Calle de Martínez Izquierdo 17 28028 Madrid,Calle,de Martínez Izquierdo,17,28028.0,Madrid,443170.0,4476072.0
5753,CS6732,Otros centros especializados,,,,CS6732,,,,,,CS6732,,,,,,,,,,,,,Calle de Claudio Coello 126 - Escalera A 28006 Madrid,Calle,de Claudio Coello,126 - Escalera A,28006.0,Madrid,441896.0,4476509.0
5754,CS6738,Otros centros especializados,,,CS6738,CS6738,CS6738,,CS6738,,,CS6738,,,,,,,,,,,,,Calle del Padre Damián 37 28036 Madrid,Calle,del Padre Damián,37,28036.0,Madrid,441867.0,4479121.0
5755,CS6754,Centro Polivalente,CS6754,CS6754,,CS6754,CS6754,CS6754,CS6754,,CS6754,CS6754,,CS6754,,,CS6754,CS6754,CS6754,CS6754,,,,CS6754,Calle del Conde de Aranda 1 28001 Madrid,Calle,del Conde de Aranda,1,28001.0,Madrid,441627.0,4474814.0
5756,CS6760,Centro Polivalente,,,,,,,CS6760,,,,,,,,,,,,,,,,Calle de Velázquez 25 28001 Madrid,Calle,de Velázquez,25,28001.0,Madrid,441940.0,4475065.0
5757,CS6767,Consulta de otros profesionales sanitarios,,,,,,,,,CS6767,,,,,,,,,,,,,,Avda Olímpica 32 28108 Alcobendas,Avda,Olímpica,32,28108.0,Alcobendas,446256.0,4487476.0
5758,CS6772,Consulta de otros profesionales sanitarios,,,,,,,,,CS6772,,,,,,,,,,,,,,Calle de la Carrera del Señor 5 28470 Cercedilla,Calle,de la Carrera del Señor,5,28470.0,Cercedilla,410753.0,4510528.0
5759,CS6777,Centro de reproducción humana asistida,,,,,,,CS6777,,,CS6777,,,,,,,,,,,,,Calle del Marqués de Urquijo 26 28008 Madrid,Calle,del Marqués de Urquijo,26,28008.0,Madrid,438983.0,4475719.0
5760,CS6779,Consulta médica,,,,,,,,,,CS6779,,,,,,,,,,,,,Avda del Euro 68 28054 Madrid,Avda,del Euro,68,28054.0,Madrid,436042.0,4468441.0
5761,CS6787,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6787,CS6787,,,,,,,,,,,,,Calle de Ramón Gómez de la Serna 9 28035 Madrid,Calle,de Ramón Gómez de la Serna,9,28035.0,Madrid,438689.0,4481518.0
5762,CS6810,Consulta de otros profesionales sanitarios,,,,,,,,,CS6810,,,,,,,,,,,,,,Calle Fernando III 8 28670 Villaviciosa de Odón,Calle,Fernando III,8,28670.0,Villaviciosa de Odón,422612.0,4467855.0
5763,CS6824,Consulta médica,,,,,,,,,,,,CS6824,,,,,,,,,,,Calle de Colombia 36 28016 Madrid,Calle,de Colombia,36,28016.0,Madrid,443090.0,4478671.0
5764,CS6828,Consulta de otros profesionales sanitarios,,,,,,,,,CS6828,,,,,,,,,,,,,,Calle de Leopoldo Alas Clarín 45 28035 Madrid,Calle,de Leopoldo Alas Clarín,45,28035.0,Madrid,437862.0,4481445.0
5765,CS6829,Consulta de otros profesionales sanitarios,,,,,,,,,CS6829,,,,,,,,,,,,,,Avda Rey Juan Carlos I 92-96 28916 Leganés,Avda,Rey Juan Carlos I,92-96,28916.0,Leganés,436997.0,4465306.0
5766,CS6831,Otros centros especializados,,,,,,,CS6831,,CS6831,CS6831,,,,,,,,,CS6831,,,,Calle del General Ricardos 138 28019 Madrid,Calle,del General Ricardos,138,28019.0,Madrid,438168.0,4471395.0
5767,CS6838,Consulta de otros profesionales sanitarios,,,,,,,,,CS6838,,,,,,,,,,,,,,Calle del Dr F Rodríguez de la Fuente 37 28680 San Martín de Valdeiglesias,Calle,del Dr F Rodríguez de la Fuente,37,28680.0,San Martín de Valdeiglesias,380818.0,4469019.0
5768,CS6842,Consulta médica,,,,,,,,,CS6842,,,,,,,,,,CS6842,,,,Avda de los Sauces 45 28935 Móstoles,Avda,de los Sauces,45,28935.0,Móstoles,421219.0,4462067.0
5769,CS6847,Consulta de otros profesionales sanitarios,,,,,,,,,CS6847,,,,,,,,,,,,,,Calle Granadilla 22 28220 Majadahonda,Calle,Granadilla,22,28220.0,Majadahonda,425783.0,4480350.0
5770,CS6849,Centro de salud,,,,,,,CS6849,,,CS6849,,,,,,CS6849,,,,,,CS6849,Calle de Villaamil 19 28039 Madrid,Calle,de Villaamil,19,28039.0,Madrid,440113.0,4478819.0
5771,CS6850,Consultorio de atención primaria,,,,,,,CS6850,,,CS6850,,,,,,,,,,,,CS6850,"Calle de la Peña Hoyuela 17 28413 Boalo, El",Calle,de la Peña Hoyuela,17,28413.0,"Boalo, El",422299.0,4507503.0
5772,CS6851,Centro de salud,,,,,,,CS6851,,,CS6851,,,,,,CS6851,,,,,,CS6851,Calle de Carlos Morla Lynch 2 28048 Madrid,Calle,de Carlos Morla Lynch,2,28048.0,Madrid,434186.0,4485594.0
5773,CS6852,Consulta de otros profesionales sanitarios,,,,,,,,,CS6852,,,,,,,,,,,,,,Calle de Velázquez 122 28006 Madrid,Calle,de Velázquez,122,28006.0,Madrid,442078.0,4476447.0
5774,CS6865,Consulta de otros profesionales sanitarios,,,,,,,,,CS6865,,,,,,,,,,,,,,"Calle Andrés Segovia 7 28231 Rozas de Madrid, Las",Calle,Andrés Segovia,7,28231.0,"Rozas de Madrid, Las",426166.0,4482505.0
5775,CS6866,Consulta de otros profesionales sanitarios,,,,,,,,,CS6866,,,,,,,,,,,,,,Calle del Olivo 4 28970 Humanes de Madrid,Calle,del Olivo,4,28970.0,Humanes de Madrid,429500.0,4456171.0
5776,CS6867,Consulta de otros profesionales sanitarios,,,,,,,,,CS6867,,,,,,,,,,,,,,Calle de Sirio 18 28007 Madrid,Calle,de Sirio,18,28007.0,Madrid,443702.0,4473774.0
5777,CS6868,Otros centros especializados,,,,,,,CS6868,,CS6868,CS6868,,,,,,,,,CS6868,,,,Calle Olímpico Francisco Fernández Ochoa 18 28923 Alcorcón,Calle,Olímpico Francisco Fernández Ochoa,18,28923.0,Alcorcón,431064.0,4466236.0
5778,CS6872,Consulta de otros profesionales sanitarios,,,,,,,,,CS6872,,,,,,,,,,,,,,Plaza de San Juan de Covas 22 28925 Alcorcón,Plaza,de San Juan de Covas,22,28925.0,Alcorcón,430813.0,4467485.0
5779,CS6873,Centro de salud,,,,CS6873,,,CS6873,,,CS6873,,,,,,CS6873,,,,,,CS6873,Avda de Asturias 61-63 28029 Madrid,Avda,de Asturias,61-63,28029.0,Madrid,440755.0,4480315.0
5780,CS6874,Centro de salud,,,,CS6874,,,CS6874,,,CS6874,,,,,,CS6874,,,,,,CS6874,Paseo de la Chopera 100 28100 Alcobendas,Paseo,de la Chopera,100,28100.0,Alcobendas,445305.0,4488400.0
5781,CS6875,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6875,CS6875,,,,,,,,,,,,,Calle Doctor Escribano Ortiz 9 28500 Arganda del Rey,Calle,Doctor Escribano Ortiz,9,28500.0,Arganda del Rey,462526.0,4461530.0
5782,CS6876,Centro de salud,,,,,,,CS6876,,,CS6876,,,,,,CS6876,CS6876,,,,,CS6876,Avda del Mar Mediterráneo 1 28340 Valdemoro,Avda,del Mar Mediterráneo,1,28340.0,Valdemoro,442277.0,4448535.0
5783,CS6878,Centro de salud,,,,CS6878,,,CS6878,,,CS6878,,,,,,CS6878,,,,,,CS6878,Calle de la Isla de Java c/v 28034 Madrid,Calle,de la Isla de Java,c/v,28034.0,Madrid,441859.0,4482512.0
5784,CS6883,Consulta de otros profesionales sanitarios,,,,,,,,,CS6883,,,,,,,,,,,,,,Plaza de la República Dominicana 1 28016 Madrid,Plaza,de la República Dominicana,1,28016.0,Madrid,442573.0,4478838.0
5785,CS6893,Consulta médica,,,,,,,,,,CS6893,,,,,,,,,,,,,Calle de Alberto Aguilera 62 28015 Madrid,Calle,de Alberto Aguilera,62,28015.0,Madrid,439411.0,4475798.0
5786,CS6895,Centro de reconocimiento,,,,,,,,,,CS6895,,,,,,,,,,,,,Calle de Arturo Soria 162 28043 Madrid,Calle,de Arturo Soria,162,28043.0,Madrid,444498.0,4478430.0
5787,CS6903,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,CS6903,,,,,,,,,,,,,Calle de las Huertas LOCAL 6 28220 Majadahonda,Calle,de las Huertas,LOCAL 6,28220.0,Majadahonda,426122.0,4481221.0
5788,CS6904,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6904,,,,,,,,,,,,,,"Calle Camilo José Cela 10 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,10,28232.0,"Rozas de Madrid, Las",424129.0,4485794.0
5789,CS6917,Consulta médica,,,,,,,,,,,,,,,,,,CS6917,,,,,Calle de Costa Rica 16 28016 Madrid,Calle,de Costa Rica,16,28016.0,Madrid,442801.0,4478842.0
5790,CS6922,Consulta médica,,,,,CS6922,,,,,,,,,,,,,,,,,,Calle de Fernando el Católico 13 28015 Madrid,Calle,de Fernando el Católico,13,28015.0,Madrid,439984.0,4476148.0
5791,CS6924,Centro Polivalente,,,,,,,,,,CS6924,,,,,,,,,,,,,Calle de Moreto 10 28014 Madrid,Calle,de Moreto,10,28014.0,Madrid,441416.0,4473849.0
5792,CS6926,Consulta de otros profesionales sanitarios,,,,,,,,,CS6926,,,,,,,,,,,,,,Calle del Pilar 22 28723 Pedrezuela,Calle,del Pilar,22,28723.0,Pedrezuela,449226.0,4510763.0
5793,CS6931,Consulta de otros profesionales sanitarios,,,,,,,,,CS6931,,,,,,,,,,,,,,"Calle Chile 4 28290 Rozas de Madrid, Las",Calle,Chile,4,28290.0,"Rozas de Madrid, Las",424088.0,4488621.0
5794,CS6932,Consulta de otros profesionales sanitarios,,,,,,,,,CS6932,,,,,,,,,,,,,,Calle del Duque de Sesto 7 28009 Madrid,Calle,del Duque de Sesto,7,28009.0,Madrid,442490.0,4474894.0
5795,CS6934,Consulta de otros profesionales sanitarios,,,,,,,,,CS6934,,,,,,,,,,,,,,Calle de San Valero 1 28038 Madrid,Calle,de San Valero,1,28038.0,Madrid,444001.0,4472214.0
5796,CS6937,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS6937,,,,,,Calle de la Jabonería 56 28923 Alcorcón,Calle,de la Jabonería,56,28923.0,Alcorcón,430164.0,4466848.0
5797,CS6938,Otros centros especializados,,,,,,,,,CS6938,,,,,,,,,,,,,,Sect Islas 37 28760 Tres Cantos,Sect,Islas,37,28760.0,Tres Cantos,440450.0,4493810.0
5798,CS6941,Consulta de otros profesionales sanitarios,,,,,,,,,CS6941,,,,,,,,,,,,,,"Calle de Juliana 4 28280 Escorial, El",Calle,de Juliana,4,28280.0,"Escorial, El",404090.0,4493485.0
5799,CS6946,Otros centros especializados,,,,,,,,,,,,,,,,,CS6946,,,,,,Calle de Zurbarán 14 28010 Madrid,Calle,de Zurbarán,14,28010.0,Madrid,441256.0,4475653.0
5800,CS6952,Consulta de otros profesionales sanitarios,,,,,,,,,CS6952,,,,,,,,,,,,,,Calle Galicia 31 28942 Fuenlabrada,Calle,Galicia,31,28942.0,Fuenlabrada,431084.0,4461390.0
5801,CS6957,Consulta de otros profesionales sanitarios,,,,,,,,,CS6957,,,,,,,,,,,,,,Calle de las Virtudes 19 28010 Madrid,Calle,de las Virtudes,19,28010.0,Madrid,440746.0,4476601.0
5802,CS6959,Centro Polivalente,,,,CS6959,CS6959,,CS6959,,CS6959,CS6959,,,,,,CS6959,,CS6959,,,,,Calle María Zambrano 3 28522 Rivas-Vaciamadrid,Calle,María Zambrano,3,28522.0,Rivas-Vaciamadrid,454626.0,4467103.0
5803,CS6963,Centro Polivalente,,,,,,,,,CS6963,CS6963,,,,,,,,,,,,,Calle Severo María Agustín 2 28224 Pozuelo de Alarcón,Calle,Severo María Agustín,2,28224.0,Pozuelo de Alarcón,431887.0,4477716.0
5804,CS6965,Otros centros especializados,,,,,,,,,,,,,,,,,,CS6965,,,,,Calle de Castilla la Nueva 22 28941 Fuenlabrada,Calle,de Castilla la Nueva,22,28941.0,Fuenlabrada,432262.0,4460665.0
5805,CS6980,Consulta de otros profesionales sanitarios,,,,,,,,,CS6980,,,,,,,,,,,,,,Calle de Raimundo Lulio 13 28010 Madrid,Calle,de Raimundo Lulio,13,28010.0,Madrid,440764.0,4476045.0
5806,CS6981,Consulta médica,,,,,CS6981,,,,,,,,,,,,,,,,,,Calle Gómez Tejedor 36 28224 Pozuelo de Alarcón,Calle,Gómez Tejedor,36,28224.0,Pozuelo de Alarcón,431605.0,4478519.0
5807,CS6984,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS6984,,,,,,,,,,,,,,Calle de Fernando el Católico 25 28015 Madrid,Calle,de Fernando el Católico,25,28015.0,Madrid,439830.0,4476161.0
5808,CS6987,Consulta de otros profesionales sanitarios,,,,,,,,,CS6987,,,,,,,,,,,,,,Calle de Aravaca 7 28040 Madrid,Calle,de Aravaca,7,28040.0,Madrid,439564.0,4477757.0
5809,CS7003,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS7003,,,,,,,,,,,,,,Calle Alcalá 51 28511 Valdilecha,Calle,Alcalá,51,28511.0,Valdilecha,474445.0,4460564.0
5810,CS7005,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS7005,,,,,,Calle de Lombía 7 28009 Madrid,Calle,de Lombía,7,28009.0,Madrid,442956.0,4475146.0
5811,CS7010,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,CS7010,,,,,,,,,,,,,,Calle de Modesto Lafuente 59 28003 Madrid,Calle,de Modesto Lafuente,59,28003.0,Madrid,440983.0,4477298.0
5812,CS7017,Otros centros especializados,,,,,,,,,,,,CS7017,,,,,,,,,,,Calle de Emilio Carrere 7 28015 Madrid,Calle,de Emilio Carrere,7,28015.0,Madrid,439781.0,4475837.0
5813,CS7021,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,CS7021,,CS7021,CS7021,,,,,,,,,,,,,Avda QUITAPESARES NAVE 52A 28670 Villaviciosa de Odón,Avda,QUITAPESARES,NAVE 52A,28670.0,Villaviciosa de Odón,,
5814,CS7022,Otros centros especializados,,,,,,,,,CS7022,,,,,,,,,,CS7022,,,,Calle de Suecia 25 28022 Madrid,Calle,de Suecia,25,28022.0,Madrid,448581.0,4474909.0
5815,CS7025,Consulta de otros profesionales sanitarios,,,,,,,,,CS7025,,,,,,,,,,,,,,Calle de Fernando VII 1 28037 Madrid,Calle,de Fernando VII,1,28037.0,Madrid,447486.0,4476162.0
5816,CS7033,Centro Polivalente,,,,,,,,,CS7033,,,,,,,,,,CS7033,,,,Calle DEL CONJUNTO AVENIDA 4 Y 6 28100 Alcobendas,Calle,DEL CONJUNTO AVENIDA,4 Y 6,28100.0,Alcobendas,445260.0,4488739.0
5817,CS7042,Centro de salud,,,,,,,CS7042,,,CS7042,,,,,,CS7042,,,,,CS7042,CS7042,Avda de Baviera 9 28028 Madrid,Avda,de Baviera,9,28028.0,Madrid,443757.0,4477079.0
5818,CS7046,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS7046,,,,,,Calle de la Princesa 3 28008 Madrid,Calle,de la Princesa,3,28008.0,Madrid,439537.0,4475173.0
5819,CS7048,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,CS7048,,,,,,Calle de Stuart 47 28300 Aranjuez,Calle,de Stuart,47,28300.0,Aranjuez,448523.0,4431711.0
5820,CS7052,Otros centros especializados,,,,,,,CS7052,,,,,,,,,,,,,,,,Avda Juan Carlos I 14 - Locales 11-12 28806 Alcalá de Henares,Avda,Juan Carlos I,14 - Locales 11-12,28806.0,Alcalá de Henares,466565.0,4481455.0
5821,CS7055,Otros centros especializados,,,,,,,,,,,,,,,,,,,,,CS7055,,Calle Turín esquin 28850 Torrejón de Ardoz,Calle,Turín,esquin,28850.0,Torrejón de Ardoz,459937.0,4479414.0
5822,CS7059,Consulta de otros profesionales sanitarios,,,,,,,CS7059,,,,,,,,,,,,,,,,Calle de Margarita de Parma 1 28050 Madrid,Calle,de Margarita de Parma,1,28050.0,Madrid,443994.0,4483253.0
5823,CS7060,Centro móvil de asistencia sanitaria,,,,,,,CS7060,,,,,,,,,,,,,,,,,,,,,,,
5824,CS7065,Otros centros especializados,,,,,,,,,,,,,,,,,CS7065,CS7065,,,,,Calle Miralrío 15 28691 Villanueva de la Cañada,Calle,Miralrío,15,28691.0,Villanueva de la Cañada,414705.0,4477976.0
5825,CS7067,Centro Polivalente,CS7067,,,,,CS7067,CS7067,,CS7067,CS7067,,,,,,,,,,,,,Calle de los Juglares 14 A 28030 Madrid,Calle,de los Juglares,14 A,28030.0,Madrid,447154.0,4472026.0
5826,CS7072,Consulta médica,,,,,CS7072,,,,,,,,,,,,,,,,,,Calle de Rafael Calvo 22 28010 Madrid,Calle,de Rafael Calvo,22,28010.0,Madrid,441163.0,4476145.0
5827,CS7081,Centro de salud,,,,,,,CS7081,,,CS7081,,,,,,CS7081,,,,,,CS7081,Calle de Pantoja 3 28002 Madrid,Calle,de Pantoja,3,28002.0,Madrid,443142.0,4477622.0
5828,CS7087,Otros centros especializados,,,,,,,CS7087,,,CS7087,,,,,,,CS7087,CS7087,,,,CS7087,Calle de Rafael Calvo 6 28010 Madrid,Calle,de Rafael Calvo,6,28010.0,Madrid,440876.0,4476110.0
5829,CS7093,Consulta médica,,,,,,CS7093,,,,,,,,,,CS7093,,,,,,,Calle de Fuencarral 104 28004 Madrid,Calle,de Fuencarral,104,28004.0,Madrid,440460.0,4475532.0
5830,CS7099,Otros centros especializados,,,,,,,CS7099,,,CS7099,,,,,,CS7099,CS7099,,,,,CS7099,Calle de Aguileñas 1 28029 Madrid,Calle,de Aguileñas,1,28029.0,Madrid,441191.0,4479658.0
5831,CS7100,Otros centros especializados,,,,,,,,,CS7100,,,,,,,,,,CS7100,,,,Calle Puerto de los Leones 6 28220 Majadahonda,Calle,Puerto de los Leones,6,28220.0,Majadahonda,425763.0,4480925.0
5832,CS7101,Centro Polivalente,,,,,,,CS7101,,,CS7101,,,,,,,,,,,,,Calle de Álvaro de Bazán 15 28902 Getafe,Calle,de Álvaro de Bazán,15,28902.0,Getafe,438004.0,4462471.0
