Column,centro_nro_registro,centro_tipo,alergologia,cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,endocrinologia,enfermeria,farmacia,fisioterapia,medicina_general,neumologia,neurologia,nutricion_y_dietetica,oncologia,otorrinolaringologia,pediatria,psicologia_clinica,psiquiatria,rehabilitacion,urgencias,vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,localizacion_coordenada_x,localizacion_coordenada_y
6745,CS9893,Centro móvil de asistencia sanitaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle del Nogal 2 28110 Algete,Calle,del Nogal,2,28110,Algete,455840,"4493843"
6746,CS9895,Otros centros especializados,,,,,,,,,,,,,,,,,,psiquiatria,,,,Calle de Juan Hurtado de Mendoza 11 28036 Madrid,Calle,de Juan Hurtado de Mendoza,11,28036,Madrid,441732,"4479111"
6747,CS9900,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Ramón Sáinz 32 28025 Madrid,Calle,de Ramón Sáinz,32,28025,Madrid,437336,"4471078"
6748,CS9901,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Camino del Cura 10 28109 Alcobendas,Calle,Camino del Cura,10,28109,Alcobendas,445333,"4484370"
6750,CS9905,Consulta médica,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Paseo de las Acacias 56 28035 Madrid,Paseo,de las Acacias,56,28035,Madrid,439510,"4472601"
6751,CS9906,Centro Polivalente,alergologia,cardiologia,,,dermatologia,endocrinologia,enfermeria,,fisioterapia,medicinageneral,neumologia,neurologia,,,otorrinolaringologia,pediatria,,psiquiatria,rehabilitacion,,,Avda de las Lagunas 4 28981 Parla,Avda,de las Lagunas,4,28981,Parla,434239,"4455396"
6752,CS9907,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Apodaca 4 28004 Madrid,Calle,de Apodaca,4,28004,Madrid,440513,"4475410"
6753,CS9918,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Trva Castro 4 28903 Getafe,Trva,Castro,4,28903,Getafe,438383,"4463618"
6754,CS9920,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Gabriel y Galán 2 28320 Pinto,Calle,de Gabriel y Galán,2,28320,Pinto,440623,"4455215"
6755,CS9921,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Ponce de León 8 28010 Madrid,Calle,de Ponce de León,8,28010,Madrid,440773,"4476391"
6756,CS9923,Centro Polivalente,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle Gertrudis Gómez de Avellaneda 2 28400 Collado Villalba,Calle,Gertrudis Gómez de Avellaneda,2,28400,Collado Villalba,415034,"4497934"
6757,CS9927,Consultorio de atención primaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de la Fuente 1 28816 Valdeavero,Calle,de la Fuente,1,28816,Valdeavero,471914,"4497805"
6758,CS9928,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del Doctor Esquerdo 173 28007 Madrid,Calle,del Doctor Esquerdo,173,28007,Madrid,443159,"4473164"
6759,CS9930,Centro Polivalente,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de Marbella 41 28939 Arroyomolinos,Calle,de Marbella,41,28939,Arroyomolinos,421925,"4459198"
6761,CS9936,Otros centros especializados,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Azuela 84 28409 Collado Villalba,Calle,Azuela,84,28409,Collado Villalba,413302,"4497744"
6762,CS9941,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Avda de Monforte de Lemos 36 28029 Madrid,Avda,de Monforte de Lemos,36,28029,Madrid,439967,"4481188"
6763,CS9943,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Río Jarama 2 28934 Móstoles,Calle,Río Jarama,2,28934,Móstoles,425902,"4463454"
6764,CS9944,Centro Polivalente,alergologia,cardiologia,,,dermatologia,,,,fisioterapia,medicinageneral,,,,,otorrinolaringologia,,,psiquiatria,,,,Avda de Andalucía 32 28343 Valdemoro,Avda,de Andalucía,32,28343,Valdemoro,442608,"4449355"
6765,CS9945,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Maestro Alonso 7 28028 Madrid,Calle,del Maestro Alonso,7,28028,Madrid,443631,"4475613"
6766,CS9946,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda Don Juan de Borbón 1 28903 Getafe,Avda,Don Juan de Borbón,1,28903,Getafe,439256,"4463338"
6767,CS9953,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Plaza de la Albufera 7 28945 Fuenlabrada,Plaza,de la Albufera,7,28945,Fuenlabrada,432654,"4460329"
6768,CS9955,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Juan Bravo 75 28006 Madrid,Calle,de Juan Bravo,75,28006,Madrid,442912,"4475978"
6770,CS9963,Consulta médica,,,,,,endocrinologia,,,,medicinageneral,,,,,,pediatria,,,,,,Calle de las Islas Marshall 2 28035 Madrid,Calle,de las Islas Marshall,2,28035,Madrid,438276,"4480692"
6771,CS9968,Centro Polivalente,alergologia,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,pediatria,,,,,,Calle de la Ramona 17 28260 Galapagar,Calle,de la Ramona,17,28260,Galapagar,414790,"4492286"
6772,CS9970,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Avda España 34 28220 Majadahonda,Avda,España,34,28220,Majadahonda,426386,"4480465"
6773,CS9976,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de los Hermanos García Noblejas 158 28037 Madrid,Calle,de los Hermanos García Noblejas,158,28037,Madrid,446632,"4475122"
6774,CS9977,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Don Fadrique 6 28901 Getafe,Calle,de Don Fadrique,6,28901,Getafe,437802,"4461952"
6775,CS9978,Consulta médica,,,,,,,,,,medicinageneral,,,,,,,,,,,,Avda de Alberto Alcocer 31 28036 Madrid,Avda,de Alberto Alcocer,31,28036,Madrid,442131,"4478908"
6776,CS9981,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Raimundo Fernández Villaverde 26 28003 Madrid,Calle,de Raimundo Fernández Villaverde,26,28003,Madrid,440635,"4477515"
6777,CS9985,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de San Agustín 7 28014 Madrid,Calle,de San Agustín,7,28014,Madrid,440882,"4474027"
6778,CS9989,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,Plaza del Gobernador 1 28224 Pozuelo de Alarcón,Plaza,del Gobernador,1,28224,Pozuelo de Alarcón,432054,"4477719"
6779,CS9992,Centro de reconocimiento,,,,,,,,,,medicinageneral,,,,,,,,,,,,"Calle REAL 24 28710 Molar, El",Calle,REAL,24,28710,"Molar, El",450775,"4509142"
6780,CS9995,Otros centros especializados,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Avda de Valdelaparra 66 28108 Alcobendas,Avda,de Valdelaparra,66,28108,Alcobendas,444088,"4488045"
6781,CS9997,Consulta de otros profesionales sanitarios,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Calle de Alcalá 96 28009 Madrid,Calle,de Alcalá,96,28009,Madrid,442641,"4475084"
6782,CS9998,Consulta de otros profesionales sanitarios,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Téllez 17 28007 Madrid,Calle,de Téllez,17,28007,Madrid,442305,"4472675"
6783,SL0029,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle Puerto de la Bonaigua 4 28850 Torrejón de Ardoz,Calle,Puerto de la Bonaigua,4,28850,Torrejón de Ardoz,458934,"4479024"
6784,SL0044,Centro de diagnóstico,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Luis Vives 11 28803 Alcalá de Henares,Calle,Luis Vives,11,28803,Alcalá de Henares,468843,"4480591"
6785,SL0091,Otros proveedores de asistencia sanitaria sin internamiento,,,,,dermatologia,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Alfonso XII 42 28014 Madrid,Calle,de Alfonso XII,42,28014,Madrid,441533,"4473842"
6786,SL0120,Centro de diagnóstico,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de las Cuestas Altas 14 28901 Getafe,Calle,de las Cuestas Altas,14,28901,Getafe,437684,"4461934"
6787,SL0135,Centro de diagnóstico,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle OCA 77 28025 Madrid,Calle,OCA,77,28025,Madrid,437104,"4471141"
6788,SL0153,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Bravo Murillo 81 28003 Madrid,Calle,de Bravo Murillo,81,28003,Madrid,440275,"4477239"
6789,SL0215,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,,,,,,,,,,,,,,Calle de Larra 16 28004 Madrid,Calle,de Larra,16,28004,Madrid,440601,"4475508"
6790,SL0239,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Paseo de la Chopera 71 28100 Alcobendas,Paseo,de la Chopera,71,28100,Alcobendas,445391,"4488291"
6791,SM0005,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de Trafalgar 3 28010 Madrid,Calle,de Trafalgar,3,28010,Madrid,440589,"4475819"
6792,SM0006,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle del General Yagüe 11 28020 Madrid,Calle,del General Yagüe,11,28020,Madrid,441153,"4478613"
6793,SM0007,Otros proveedores de asistencia sanitaria sin internamiento,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de la Hierbabuena 12 28039 Madrid,Calle,de la Hierbabuena,12,28039,Madrid,440511,"4479052"
6795,SS0009,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle de la Retama 1 28045 Madrid,Calle,de la Retama,1,28045,Madrid,442742,"4471793"
6796,SS0010,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Arroyo Fontarrón 415 28030 Madrid,Calle,del Arroyo Fontarrón,415,28030,Madrid,446019,"4471874"
6797,SS0012,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,psicologiaclinica,,,,,Avda de Aragón 404 28022 Madrid,Avda,de Aragón,404,28022,Madrid,454291,"4477500"
6798,SS0017,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de Orense 28 28020 Madrid,Calle,de Orense,28,28020,Madrid,441086,"4478153"
6799,SS0022,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,Paseo del Prado 8 28014 Madrid,Paseo,del Prado,8,28014,Madrid,441050,"4474164"
6801,SS0026,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Plaza del Rey 1 28004 Madrid,Plaza,del Rey,1,28004,Madrid,440966,"4474631"
6804,SS0029,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Doctor Federico Rubio y Galí 59 28040 Madrid,Avda,del Doctor Federico Rubio y Galí,59,28040,Madrid,439502,"4478217"
6805,SS00291,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle del General Castaños 1 28004 Madrid,Calle,del General Castaños,1,28004,Madrid,441106,"4475127"
6806,SS00294,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda de los Ángeles 59 28903 Getafe,Avda,de los Ángeles,59,28903,Getafe,439160,"4462389"
6807,SS00297,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,rehabilitacion,,,Cmno de Sintra 4 28042 Madrid,Cmno,de Sintra,4,28042,Madrid,448137,"4480399"
6808,SS00299,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Alcalá 48 28014 Madrid,Calle,de Alcalá,48,28014,Madrid,441055,"4474476"
6809,SS00300,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Alcalá 522 28027 Madrid,Calle,de Alcalá,522,28027,Madrid,447229,"4476990"
6810,SS00302,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,psiquiatria,,,,Cmno de Valdeyernos 22 28696 Pelayos de la Presa,Cmno,de Valdeyernos,22,28696,Pelayos de la Presa,387214,"4468235"
6811,SS00306,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Santa Matilde 7 28039 Madrid,Calle,de Santa Matilde,7,28039,Madrid,439955,"4477952"
6814,SS00311,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de Clara del Rey 33 28002 Madrid,Calle,de Clara del Rey,33,28002,Madrid,443093,"4477051"
6816,SS00313,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Los Yébenes 84 28047 Madrid,Calle,de Los Yébenes,84,28047,Madrid,435996,"4471614"
6818,SS00320,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Rafael de León 14 28051 Madrid,Calle,de Rafael de León,14,28051,Madrid,448950,"4468456"
6819,SS00321,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda Miguel de Unamuno 5 28806 Alcalá de Henares,Avda,Miguel de Unamuno,5,28806,Alcalá de Henares,468360,"4482985"
6820,SS00323,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,,,,,,,,,,,,,Calle de Josefa Valcárcel 28 28027 Madrid,Calle,de Josefa Valcárcel,28,28027,Madrid,445348,"4477774"
6823,SS0033,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Ramos Carrión 9 28002 Madrid,Calle,de Ramos Carrión,9,28002,Madrid,443297,"4477540"
6824,SS00333,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle Federico Cantero Villamil 4 28935 Móstoles,Calle,Federico Cantero Villamil,4,28935,Móstoles,425504,"4466262"
6825,SS00334,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,Paseo de la Reina Cristina 5 28014 Madrid,Paseo,de la Reina Cristina,5,28014,Madrid,441977,"4473141"
6827,SS00336,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Viñuelas 2 28863 Cobeña,Calle,Viñuelas,2,28863,Cobeña,457801,"4491144"
6828,SS0034,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle de Rafael Herrera 11 28036 Madrid,Calle,de Rafael Herrera,11,28036,Madrid,441939,"4479914"
6829,SS00343,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Paseo Juncarejo 2 28341 Valdemoro,Paseo,Juncarejo,2,28341,Valdemoro,442337,"4448513"
6830,SS00346,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Blanca de Castilla 8 28023 Madrid,Calle,de Blanca de Castilla,8,28023,Madrid,433598,"4479690"
6831,SS00348,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Retama 2 28979 Serranillos del Valle,Calle,Retama,2,28979,Serranillos del Valle,425953,"4451326"
6832,SS00349,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle Campo Real 11 28806 Alcalá de Henares,Calle,Campo Real,11,28806,Alcalá de Henares,467960,"4482624"
6834,SS00350,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Ramírez Tomé 38 28038 Madrid,Calle,de Ramírez Tomé,38,28038,Madrid,445119,"4471111"
6835,SS00351,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Eduardo Barreiros 110 28041 Madrid,Calle,de Eduardo Barreiros,110,28041,Madrid,440263,"4467689"
6836,SS00352,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Camino Real 2 28260 Galapagar,Calle,Camino Real,2,28260,Galapagar,420097,"4487231"
6837,SS00354,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,,,,,,,,,,,,,Calle del Prado 24 28014 Madrid,Calle,del Prado,24,28014,Madrid,440812,"4474066"
6838,SS00355,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,,,,,,Calle de Ramírez de Arellano 35 28043 Madrid,Calle,de Ramírez de Arellano,35,28043,Madrid,444169,"4477559"
6839,SS00356,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,,medicinageneral,,,,,,,psicologiaclinica,,,,,Ronda de las Provincias 7 28011 Madrid,Ronda,de las Provincias,7,28011,Madrid,436949,"4473739"
6841,SS00359,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,psicologiaclinica,,rehabilitacion,,,Calle del Poeta Esteban de Villegas 12 28014 Madrid,Calle,del Poeta Esteban de Villegas,12,28014,Madrid,442265,"4473282"
6842,SS0036,Servicio sanitario integrado en una organización no sanitaria,,cardiologia,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Paseo Club Deportivo 4 28223 Pozuelo de Alarcón,Paseo,Club Deportivo,4,28223,Pozuelo de Alarcón,431802,"4474608"
6843,SS00360,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del General Yagüe 8 28020 Madrid,Calle,del General Yagüe,8,28020,Madrid,441335,"4478648"
6844,SS00363,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Don José María lópez malla 3 28600 Navalcarnero,Calle,Don José María lópez malla,3,28600,Navalcarnero,414496,"4460012"
6845,SS00364,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,medicinageneral,,,,,,,,,,,,Calle de Miguel Yuste 45 28037 Madrid,Calle,de Miguel Yuste,45,28037,Madrid,447180,"4476283"
6846,SS00367,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda del Guadarrama 1 28609 Sevilla la Nueva,Avda,del Guadarrama,1,28609,Sevilla la Nueva,414862,"4467530"
6847,SS00369,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle Camino de San Martín de la Vega 5 28320 Pinto,Calle,Camino de San Martín de la Vega,5,28320,Pinto,441266,"4454754"
6849,SS00370,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle César García Contonente 6 28914 Leganés,Calle,César García Contonente,6,28914,Leganés,433304,"4463689"
6850,SS00372,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,rehabilitacion,,,Avda del Ventisquero de la Condesa 46 28035 Madrid,Avda,del Ventisquero de la Condesa,46,28035,Madrid,439285,"4482747"
6851,SS00373,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle del Doctor Esquerdo 63 28007 Madrid,Calle,del Doctor Esquerdo,63,28007,Madrid,443258,"4474539"
6852,SS00377,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de los Estudiantes 3 28229 Villanueva del Pardillo,Avda,de los Estudiantes,3,28229,Villanueva del Pardillo,417487,"4481589"
6853,SS00378,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de los Mártires 14 28660 Boadilla del Monte,Calle,de los Mártires,14,28660,Boadilla del Monte,425548,"4473519"
6854,SS00381,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de la Victoria 74 28023 Madrid,Avda,de la Victoria,74,28023,Madrid,429946,"4480397"
6855,SS00383,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de Nuestra Señora de la Luz 74 28047 Madrid,Calle,de Nuestra Señora de la Luz,74,28047,Madrid,436444,"4470783"
6856,SS00385,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de España 11 28791 Soto del Real,Avda,de España,11,28791,Soto del Real,433269,"4511708"
6857,SS00388,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda del Lago 25 28250 Torrelodones,Avda,del Lago,25,28250,Torrelodones,423970,"4491293"
6858,SS00394,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de la Victoria 36 28023 Madrid,Avda,de la Victoria,36,28023,Madrid,430455,"4480146"
6859,SS00395,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Trva de Horcajuelo 13 28190 Montejo de la Sierra,Trva,de Horcajuelo,13,28190,Montejo de la Sierra,455349,"4545464"
6860,SS00397,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de los Gladiolos 5 28770 Colmenar Viejo,Calle,de los Gladiolos,5,28770,Colmenar Viejo,434003,"4500092"
6861,SS00398,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Avda de Juan Carlos I 22 28905 Getafe,Avda,de Juan Carlos I,22,28905,Getafe,436211,"4459902"
6863,SS00401,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Avda del Doctor García Tapia 210 28030 Madrid,Avda,del Doctor García Tapia,210,28030,Madrid,446148,"4473227"
6864,SS00402,Servicio sanitario integrado en una organización no sanitaria,,,,,,,enfermeria,,fisioterapia,medicinageneral,,,,,,,,,,,,Calle de las Eras 39 28690 Brunete,Calle,de las Eras,39,28690,Brunete,414975,"4472883"
6865,SS00403,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,fisioterapia,,,,,,,,,,,,,Calle del Alcalde Ángel Arroyo 10 28904 Getafe,Calle,del Alcalde Ángel Arroyo,10,28904,Getafe,437530,"4463119"
